customer_id,ITE,segment,recommended_discount,expected_gain,treated,purchased
31,0.003829776836396823,Sure Things / Lost Causes,0,0.383,1,0
32,0.002933330047968197,Sure Things / Lost Causes,0,0.2933,1,0
33,0.0039345669320130245,Sure Things / Lost Causes,0,0.3935,1,0
34,0.004120535724753117,Sure Things / Lost Causes,0,0.4121,1,0
35,0.0010984052751298132,Sure Things / Lost Causes,0,0.1098,1,0
36,0.004010903747004395,Sure Things / Lost Causes,0,0.4011,1,0
37,0.006974079273842786,Sure Things / Lost Causes,0,0.6974,1,0
38,0.011841048953086354,Persuadables,20,0.0,1,0
39,0.00436581017121827,Sure Things / Lost Causes,0,0.4366,1,0
40,0.007740690724077714,Sure Things / Lost Causes,0,0.7741,1,0
41,0.010814674387363988,Persuadables,20,0.0,1,0
42,0.0013463439171391423,Sure Things / Lost Causes,0,0.1346,1,0
43,0.004580045211646853,Sure Things / Lost Causes,0,0.458,1,0
44,0.002628627894919508,Sure Things / Lost Causes,0,0.2629,0,0
45,0.0030280011716377667,Sure Things / Lost Causes,0,0.3028,0,0
46,0.0019680952810992415,Sure Things / Lost Causes,0,0.1968,0,0
47,0.0022680712533262185,Sure Things / Lost Causes,0,0.2268,0,0
48,0.011336656498050556,Persuadables,20,0.0,1,0
49,0.003749644946506215,Sure Things / Lost Causes,0,0.375,1,0
50,0.00419190159940273,Sure Things / Lost Causes,0,0.4192,1,0
51,0.003831445479628373,Sure Things / Lost Causes,0,0.3831,0,0
52,0.0024004624957237103,Sure Things / Lost Causes,0,0.24,1,0
53,0.005984494485096557,Sure Things / Lost Causes,0,0.5984,1,0
54,0.0020179910001573258,Sure Things / Lost Causes,0,0.2018,1,0
55,0.004758973438314253,Sure Things / Lost Causes,0,0.4759,0,0
56,0.0015164990405003194,Sure Things / Lost Causes,0,0.1516,0,0
57,0.0044689955176049016,Sure Things / Lost Causes,0,0.4469,1,0
58,0.005234626963277861,Sure Things / Lost Causes,0,0.5235,0,0
59,0.005828032288238508,Sure Things / Lost Causes,0,0.5828,1,0
60,0.003618849910938398,Sure Things / Lost Causes,0,0.3619,1,0
61,0.00227393640492964,Sure Things / Lost Causes,0,0.2274,1,0
62,0.0012137948960127196,Sure Things / Lost Causes,0,0.1214,1,0
63,0.0037839064900832492,Sure Things / Lost Causes,0,0.3784,1,0
64,0.005591358355117551,Sure Things / Lost Causes,0,0.5591,0,0
65,0.00423361923594108,Sure Things / Lost Causes,0,0.4234,1,0
66,0.004147141052377923,Sure Things / Lost Causes,0,0.4147,1,0
67,0.006062356893109174,Sure Things / Lost Causes,0,0.6062,0,0
68,0.004454314632888963,Sure Things / Lost Causes,0,0.4454,0,0
69,0.004400894861275294,Sure Things / Lost Causes,0,0.4401,1,0
70,0.007752049004495597,Sure Things / Lost Causes,0,0.7752,1,0
71,0.0018651172471836736,Sure Things / Lost Causes,0,0.1865,1,0
72,0.0019721416511955807,Sure Things / Lost Causes,0,0.1972,1,0
73,0.0024020311695245,Sure Things / Lost Causes,0,0.2402,1,0
74,0.0059571509574069086,Sure Things / Lost Causes,0,0.5957,1,0
75,0.00719082827012509,Sure Things / Lost Causes,0,0.7191,0,0
76,0.007425482295386634,Sure Things / Lost Causes,0,0.7425,1,0
77,0.001810337200316165,Sure Things / Lost Causes,0,0.181,0,0
78,0.006179651272928856,Sure Things / Lost Causes,0,0.618,0,0
79,0.00671910760479924,Sure Things / Lost Causes,0,0.6719,1,0
80,0.003086605464897456,Sure Things / Lost Causes,0,0.3087,1,0
81,0.004739802304352438,Sure Things / Lost Causes,0,0.474,1,0
82,0.0033205787587866757,Sure Things / Lost Causes,0,0.3321,0,0
83,0.010990544892311837,Persuadables,20,0.0,1,0
84,0.006040620952992645,Sure Things / Lost Causes,0,0.6041,1,0
85,0.005419628602319825,Sure Things / Lost Causes,0,0.542,1,0
86,0.002712412527316156,Sure Things / Lost Causes,0,0.2712,1,0
87,0.001162517002402471,Sure Things / Lost Causes,0,0.1163,1,0
88,0.004069780148683624,Sure Things / Lost Causes,0,0.407,1,0
89,0.005743989852620829,Sure Things / Lost Causes,0,0.5744,0,0
90,0.006189842359372166,Sure Things / Lost Causes,0,0.619,0,0
91,0.005310139996686604,Sure Things / Lost Causes,0,0.531,1,0
92,0.0036288267809748056,Sure Things / Lost Causes,0,0.3629,1,0
93,0.008272197605156453,Sure Things / Lost Causes,0,0.8272,1,0
94,0.008015235328814489,Sure Things / Lost Causes,0,0.8015,1,0
95,0.01033584635428956,Persuadables,20,0.0,0,0
96,0.0014690957462564127,Sure Things / Lost Causes,0,0.1469,1,0
97,0.003837532754935954,Sure Things / Lost Causes,0,0.3838,1,0
98,0.003024850016164511,Sure Things / Lost Causes,0,0.3025,1,0
99,0.0032355119212686247,Sure Things / Lost Causes,0,0.3236,1,0
100,0.004868920154288808,Sure Things / Lost Causes,0,0.4869,1,0
101,0.007051747726282768,Sure Things / Lost Causes,0,0.7052,0,0
102,0.002247867755105436,Sure Things / Lost Causes,0,0.2248,1,0
103,0.004125742329826851,Sure Things / Lost Causes,0,0.4126,0,0
104,0.004241833762148376,Sure Things / Lost Causes,0,0.4242,1,0
105,0.0018261716829175174,Sure Things / Lost Causes,0,0.1826,1,0
106,0.004745187501377541,Sure Things / Lost Causes,0,0.4745,1,0
107,0.006897018830828939,Sure Things / Lost Causes,0,0.6897,1,0
108,0.006605701632217576,Sure Things / Lost Causes,0,0.6606,0,0
109,0.0033819409481881013,Sure Things / Lost Causes,0,0.3382,1,0
110,0.0025737329659732194,Sure Things / Lost Causes,0,0.2574,1,0
111,0.0056992147612067836,Sure Things / Lost Causes,0,0.5699,1,0
112,0.013915905605171083,Persuadables,20,0.0,1,0
113,0.0065035686440803216,Sure Things / Lost Causes,0,0.6504,1,0
114,0.009875795107257406,Sure Things / Lost Causes,0,0.9876,1,0
115,0.005611770196823945,Sure Things / Lost Causes,0,0.5612,1,0
116,0.002277209346417513,Sure Things / Lost Causes,0,0.2277,0,0
117,0.00438849845379983,Sure Things / Lost Causes,0,0.4388,1,0
118,0.0038175809201710527,Sure Things / Lost Causes,0,0.3818,1,0
119,0.00422641417133301,Sure Things / Lost Causes,0,0.4226,0,0
120,0.003274901364684318,Sure Things / Lost Causes,0,0.3275,1,0
121,0.003459329753170068,Sure Things / Lost Causes,0,0.3459,0,0
122,0.013154378973995271,Persuadables,20,0.0,1,0
123,0.011418629437005352,Persuadables,20,0.0,0,0
124,0.003249119183539501,Sure Things / Lost Causes,0,0.3249,1,0
125,0.0011111460432972997,Sure Things / Lost Causes,0,0.1111,1,0
126,0.003086605464897456,Sure Things / Lost Causes,0,0.3087,1,0
127,0.0025580273574517124,Sure Things / Lost Causes,0,0.2558,1,0
128,0.0043542079228592444,Sure Things / Lost Causes,0,0.4354,0,0
129,0.005394003518447717,Sure Things / Lost Causes,0,0.5394,1,0
130,0.005127801863024838,Sure Things / Lost Causes,0,0.5128,1,0
131,0.0073071274658909275,Sure Things / Lost Causes,0,0.7307,0,0
132,0.002153053894423003,Sure Things / Lost Causes,0,0.2153,1,0
133,0.0042838794938109895,Sure Things / Lost Causes,0,0.4284,1,0
134,0.007340078820344426,Sure Things / Lost Causes,0,0.734,1,0
135,0.0021783060348591985,Sure Things / Lost Causes,0,0.2178,1,0
136,0.00188519150306583,Sure Things / Lost Causes,0,0.1885,0,0
137,0.003144257286624062,Sure Things / Lost Causes,0,0.3144,0,0
138,0.004063900903664212,Sure Things / Lost Causes,0,0.4064,1,0
139,0.0021377563564661103,Sure Things / Lost Causes,0,0.2138,1,0
140,0.004359629830415768,Sure Things / Lost Causes,0,0.436,0,0
141,0.002555764328536313,Sure Things / Lost Causes,0,0.2556,1,0
142,0.0033905701820519923,Sure Things / Lost Causes,0,0.3391,1,0
143,0.006845884171558384,Sure Things / Lost Causes,0,0.6846,1,0
144,0.004431117306950608,Sure Things / Lost Causes,0,0.4431,1,0
145,0.0046996248879390395,Sure Things / Lost Causes,0,0.47,1,0
146,0.0010984052751298132,Sure Things / Lost Causes,0,0.1098,1,0
147,0.00321084689432166,Sure Things / Lost Causes,0,0.3211,1,0
148,0.003979371194920012,Sure Things / Lost Causes,0,0.3979,1,0
149,0.003881484248896761,Sure Things / Lost Causes,0,0.3881,1,0
150,0.003086605464897456,Sure Things / Lost Causes,0,0.3087,1,0
151,0.002228502582856518,Sure Things / Lost Causes,0,0.2229,1,0
152,0.0023098954963873103,Sure Things / Lost Causes,0,0.231,1,0
153,0.010299031132726419,Persuadables,20,0.0,0,0
154,0.005260595091283134,Sure Things / Lost Causes,0,0.5261,1,0
155,0.003872052865904709,Sure Things / Lost Causes,0,0.3872,1,0
156,0.00330874756550212,Sure Things / Lost Causes,0,0.3309,1,0
157,0.004016053095168131,Sure Things / Lost Causes,0,0.4016,0,0
158,0.005736011626248148,Sure Things / Lost Causes,0,0.5736,1,0
159,0.0027186575813526676,Sure Things / Lost Causes,0,0.2719,0,0
160,0.0017930489259928017,Sure Things / Lost Causes,0,0.1793,0,0
161,0.004493260013025729,Sure Things / Lost Causes,0,0.4493,0,0
162,0.002200264153741226,Sure Things / Lost Causes,0,0.22,0,0
163,0.003364888338596716,Sure Things / Lost Causes,0,0.3365,0,0
164,0.005239045908551333,Sure Things / Lost Causes,0,0.5239,1,0
165,0.008832575382190526,Sure Things / Lost Causes,0,0.8833,1,0
166,0.0054714650730289995,Sure Things / Lost Causes,0,0.5471,0,0
167,0.007294250790639705,Sure Things / Lost Causes,0,0.7294,1,0
168,0.003872052865904709,Sure Things / Lost Causes,0,0.3872,1,0
169,0.007807667322273631,Sure Things / Lost Causes,0,0.7808,1,0
170,0.004129674186103192,Sure Things / Lost Causes,0,0.413,1,0
171,0.004244777154177321,Sure Things / Lost Causes,0,0.4245,1,0
172,0.004455388890436663,Sure Things / Lost Causes,0,0.4455,1,0
173,0.011553871374195644,Persuadables,20,0.0,1,0
174,0.0035226041578322793,Sure Things / Lost Causes,0,0.3523,0,0
175,0.0030827878092436734,Sure Things / Lost Causes,0,0.3083,1,0
176,0.00266990792114152,Sure Things / Lost Causes,0,0.267,1,0
177,0.0055227644149643245,Sure Things / Lost Causes,0,0.5523,1,0
178,0.00241065358216702,Sure Things / Lost Causes,0,0.2411,1,0
179,0.007910783885157611,Sure Things / Lost Causes,0,0.7911,1,0
180,0.003250845718783689,Sure Things / Lost Causes,0,0.3251,1,0
181,0.002163051761811239,Sure Things / Lost Causes,0,0.2163,0,0
182,0.00731854350054564,Sure Things / Lost Causes,0,0.7319,1,0
183,0.0014711295634024252,Sure Things / Lost Causes,0,0.1471,0,0
184,0.004429599621226617,Sure Things / Lost Causes,0,0.443,1,0
185,0.001346888133978221,Sure Things / Lost Causes,0,0.1347,0,0
186,0.00548752876739974,Sure Things / Lost Causes,0,0.5488,0,0
187,0.012937751211339414,Persuadables,20,0.0,1,0
188,0.003742869216658443,Sure Things / Lost Causes,0,0.3743,1,0
189,0.0028530113919851057,Sure Things / Lost Causes,0,0.2853,1,0
190,0.011302530916618595,Persuadables,20,0.0,1,0
191,0.00347506408221127,Sure Things / Lost Causes,0,0.3475,1,0
192,0.0023976621539050693,Sure Things / Lost Causes,0,0.2398,1,0
193,0.004097733112480947,Sure Things / Lost Causes,0,0.4098,0,0
194,0.005074762260688116,Sure Things / Lost Causes,0,0.5075,1,0
195,0.003212379262210696,Sure Things / Lost Causes,0,0.3212,1,0
196,0.004080536900291088,Sure Things / Lost Causes,0,0.4081,0,0
197,0.008338064082158406,Sure Things / Lost Causes,0,0.8338,1,0
198,0.005038403005963089,Sure Things / Lost Causes,0,0.5038,1,0
199,0.0042673007540941135,Sure Things / Lost Causes,0,0.4267,0,0
200,0.004708240129801864,Sure Things / Lost Causes,0,0.4708,1,0
201,0.0016040724789630053,Sure Things / Lost Causes,0,0.1604,0,0
202,0.0047472790264068004,Sure Things / Lost Causes,0,0.4747,1,0
203,0.0012829914423444938,Sure Things / Lost Causes,0,0.1283,0,0
204,0.005061556616019263,Sure Things / Lost Causes,0,0.5062,1,0
205,0.004832954978127329,Sure Things / Lost Causes,0,0.4833,0,0
206,0.011654607827520888,Persuadables,20,0.0,1,0
207,0.00321084689432166,Sure Things / Lost Causes,0,0.3211,1,0
208,0.005777843325633249,Sure Things / Lost Causes,0,0.5778,0,0
209,0.0031266042893594846,Sure Things / Lost Causes,0,0.3127,1,0
210,0.0054215117838634745,Sure Things / Lost Causes,0,0.5422,0,0
211,0.01150914626749698,Persuadables,20,0.0,0,0
212,0.002227700433728356,Sure Things / Lost Causes,0,0.2228,0,0
213,0.00455569555802836,Sure Things / Lost Causes,0,0.4556,1,0
214,0.006497724572543196,Sure Things / Lost Causes,0,0.6498,1,0
215,0.003872052865904709,Sure Things / Lost Causes,0,0.3872,1,0
216,0.0014944411363169213,Sure Things / Lost Causes,0,0.1494,0,0
217,0.0036978794578642485,Sure Things / Lost Causes,0,0.3698,0,0
218,0.004289587419073651,Sure Things / Lost Causes,0,0.429,1,1
219,0.004930554001136526,Sure Things / Lost Causes,0,0.4931,1,0
220,0.005349049881435888,Sure Things / Lost Causes,0,0.5349,1,0
221,0.004505098027531656,Sure Things / Lost Causes,0,0.4505,0,0
222,0.0013018911029894081,Sure Things / Lost Causes,0,0.1302,1,0
223,0.007333439687744366,Sure Things / Lost Causes,0,0.7333,1,0
224,0.004635219788051157,Sure Things / Lost Causes,0,0.4635,0,0
225,0.005783300590801447,Sure Things / Lost Causes,0,0.5783,1,0
226,0.0035449774353441496,Sure Things / Lost Causes,0,0.3545,1,0
227,0.005736011626248148,Sure Things / Lost Causes,0,0.5736,0,0
228,0.002812426089136484,Sure Things / Lost Causes,0,0.2812,1,0
229,0.003954411976125794,Sure Things / Lost Causes,0,0.3954,1,0
230,0.003459329753170068,Sure Things / Lost Causes,0,0.3459,0,0
231,0.005860253055672352,Sure Things / Lost Causes,0,0.586,1,0
232,0.007375586576328549,Sure Things / Lost Causes,0,0.7376,1,0
233,0.004355526019280038,Sure Things / Lost Causes,0,0.4356,0,0
234,0.0012247021541544958,Sure Things / Lost Causes,0,0.1225,1,0
235,0.0023350258508088883,Sure Things / Lost Causes,0,0.2335,1,0
236,0.009905308469299481,Sure Things / Lost Causes,0,0.9905,1,0
237,0.005669701399164709,Sure Things / Lost Causes,0,0.567,0,0
238,0.004100439385443246,Sure Things / Lost Causes,0,0.41,0,0
239,0.0017366358603492756,Sure Things / Lost Causes,0,0.1737,1,0
240,0.0041431303067371176,Sure Things / Lost Causes,0,0.4143,1,0
241,0.0036251451338196804,Sure Things / Lost Causes,0,0.3625,1,0
242,0.007376562878880657,Sure Things / Lost Causes,0,0.7377,0,0
243,0.008163391819337434,Sure Things / Lost Causes,0,0.8163,1,0
244,0.0025072295198347054,Sure Things / Lost Causes,0,0.2507,1,0
245,0.002402954736408498,Sure Things / Lost Causes,0,0.2403,0,0
246,0.002415151103607515,Sure Things / Lost Causes,0,0.2415,1,0
247,0.006199446332326245,Sure Things / Lost Causes,0,0.6199,1,0
248,0.004557708561951934,Sure Things / Lost Causes,0,0.4558,0,0
249,0.005816631111170474,Sure Things / Lost Causes,0,0.5817,1,0
250,0.002275211153727033,Sure Things / Lost Causes,0,0.2275,1,0
251,0.004334728319504795,Sure Things / Lost Causes,0,0.4335,1,0
252,0.0069716084814830746,Sure Things / Lost Causes,0,0.6972,1,0
253,0.00826300201596443,Sure Things / Lost Causes,0,0.8263,0,0
254,0.0008624912295895036,Sure Things / Lost Causes,0,0.0862,1,0
255,0.0033448790627924265,Sure Things / Lost Causes,0,0.3345,1,0
256,0.012765118207553296,Persuadables,20,0.0,0,0
257,0.011419374329223513,Persuadables,20,0.0,0,0
258,0.0038594484281410774,Sure Things / Lost Causes,0,0.3859,0,0
259,0.00470798928557801,Sure Things / Lost Causes,0,0.4708,0,0
260,0.006155895820864822,Sure Things / Lost Causes,0,0.6156,0,0
261,0.0044789148638874525,Sure Things / Lost Causes,0,0.4479,0,0
262,0.0049894805716605255,Sure Things / Lost Causes,0,0.4989,1,0
263,0.005522900561238789,Sure Things / Lost Causes,0,0.5523,1,0
264,0.0012323651913280944,Sure Things / Lost Causes,0,0.1232,1,0
265,0.0044966332922031435,Sure Things / Lost Causes,0,0.4497,1,0
266,0.004167408527315154,Sure Things / Lost Causes,0,0.4167,1,0
267,0.0034658619109886046,Sure Things / Lost Causes,0,0.3466,1,0
268,0.007886126130405267,Sure Things / Lost Causes,0,0.7886,1,1
269,0.003752258338102982,Sure Things / Lost Causes,0,0.3752,1,0
270,0.004779456133019803,Sure Things / Lost Causes,0,0.4779,1,0
271,0.0031266042893594846,Sure Things / Lost Causes,0,0.3127,1,0
272,0.0063981983389107275,Sure Things / Lost Causes,0,0.6398,1,0
273,0.00365769558848826,Sure Things / Lost Causes,0,0.3658,1,0
274,0.001843932925168893,Sure Things / Lost Causes,0,0.1844,0,0
275,0.003806766092421561,Sure Things / Lost Causes,0,0.3807,1,0
276,0.00513830832279662,Sure Things / Lost Causes,0,0.5138,1,0
277,0.0037478114364805047,Sure Things / Lost Causes,0,0.3748,1,0
278,0.00453807064618084,Sure Things / Lost Causes,0,0.4538,1,0
279,0.0053191916613749566,Sure Things / Lost Causes,0,0.5319,1,0
280,0.0018438538516750373,Sure Things / Lost Causes,0,0.1844,1,0
281,0.002526079011634849,Sure Things / Lost Causes,0,0.2526,1,0
282,0.003997496975983212,Sure Things / Lost Causes,0,0.3997,1,0
283,0.003757958991171024,Sure Things / Lost Causes,0,0.3758,1,0
284,0.004398475056992382,Sure Things / Lost Causes,0,0.4398,1,0
285,0.002337919442251842,Sure Things / Lost Causes,0,0.2338,0,0
286,0.0013857620810745308,Sure Things / Lost Causes,0,0.1386,1,0
287,0.0019528266477914337,Sure Things / Lost Causes,0,0.1953,1,0
288,0.006215338071837597,Sure Things / Lost Causes,0,0.6215,1,0
289,0.0042047783297152926,Sure Things / Lost Causes,0,0.4205,1,0
290,0.006715598547606142,Sure Things / Lost Causes,0,0.6716,1,0
291,0.0033670368536921178,Sure Things / Lost Causes,0,0.3367,1,0
292,0.00665086371412994,Sure Things / Lost Causes,0,0.6651,1,0
293,0.0011116115549013035,Sure Things / Lost Causes,0,0.1112,1,0
294,0.004265725176357486,Sure Things / Lost Causes,0,0.4266,0,0
295,0.006062865301363329,Sure Things / Lost Causes,0,0.6063,1,0
296,0.0011923097450587047,Sure Things / Lost Causes,0,0.1192,1,0
297,0.006398613681669961,Sure Things / Lost Causes,0,0.6399,0,0
298,0.00819830317520254,Sure Things / Lost Causes,0,0.8198,0,0
299,0.004638098650975482,Sure Things / Lost Causes,0,0.4638,1,0
300,0.002738337942800667,Sure Things / Lost Causes,0,0.2738,0,0
301,0.003931666436634233,Sure Things / Lost Causes,0,0.3932,0,0
302,0.002427863519514088,Sure Things / Lost Causes,0,0.2428,1,0
303,0.003230950505826149,Sure Things / Lost Causes,0,0.3231,1,0
304,0.004438996014865775,Sure Things / Lost Causes,0,0.4439,0,0
305,0.007878362939671516,Sure Things / Lost Causes,0,0.7878,1,0
306,0.0010984052751298132,Sure Things / Lost Causes,0,0.1098,0,0
307,0.008493518435940489,Sure Things / Lost Causes,0,0.8494,0,0
308,0.0037083928215718683,Sure Things / Lost Causes,0,0.3708,1,0
309,0.005013565389054098,Sure Things / Lost Causes,0,0.5014,1,0
310,0.0015953709928266295,Sure Things / Lost Causes,0,0.1595,0,0
311,0.0014292622395617916,Sure Things / Lost Causes,0,0.1429,1,0
312,0.0051754918100775215,Sure Things / Lost Causes,0,0.5175,1,0
313,0.008164735802610727,Sure Things / Lost Causes,0,0.8165,0,0
314,0.004655365476973769,Sure Things / Lost Causes,0,0.4655,1,0
315,0.005144732235628358,Sure Things / Lost Causes,0,0.5145,1,0
316,0.005808044322983487,Sure Things / Lost Causes,0,0.5808,0,0
317,0.0035702653843652688,Sure Things / Lost Causes,0,0.357,1,0
318,0.01193460951329647,Persuadables,20,0.0,1,0
319,0.003924977503448184,Sure Things / Lost Causes,0,0.3925,0,0
320,0.003761575842377674,Sure Things / Lost Causes,0,0.3762,1,0
321,0.0035392617869136216,Sure Things / Lost Causes,0,0.3539,1,0
322,0.005961075854686071,Sure Things / Lost Causes,0,0.5961,1,0
323,0.005388159815169372,Sure Things / Lost Causes,0,0.5388,0,0
324,0.0027453635135108734,Sure Things / Lost Causes,0,0.2745,1,0
325,0.003956295470866884,Sure Things / Lost Causes,0,0.3956,1,0
326,0.006875641105629694,Sure Things / Lost Causes,0,0.6876,1,0
327,0.0024624327959661954,Sure Things / Lost Causes,0,0.2462,0,0
328,0.0018613142649871782,Sure Things / Lost Causes,0,0.1861,1,0
329,0.0017050241520565699,Sure Things / Lost Causes,0,0.1705,0,0
330,0.0033494625616626163,Sure Things / Lost Causes,0,0.3349,0,0
331,0.0019680952810992415,Sure Things / Lost Causes,0,0.1968,1,0
332,0.001664897088617333,Sure Things / Lost Causes,0,0.1665,1,0
333,0.004080536900291088,Sure Things / Lost Causes,0,0.4081,0,1
334,0.003145367987859324,Sure Things / Lost Causes,0,0.3145,1,0
335,0.0013416386322543353,Sure Things / Lost Causes,0,0.1342,1,0
336,0.0053635235087421025,Sure Things / Lost Causes,0,0.5364,0,0
337,0.00447454666750005,Sure Things / Lost Causes,0,0.4475,1,0
338,0.002311628484594088,Sure Things / Lost Causes,0,0.2312,1,0
339,0.005190023826723205,Sure Things / Lost Causes,0,0.519,1,0
340,0.005737931113703552,Sure Things / Lost Causes,0,0.5738,1,0
341,0.002597932481316181,Sure Things / Lost Causes,0,0.2598,0,0
342,0.007608012883932785,Sure Things / Lost Causes,0,0.7608,1,0
343,0.0010984052751298132,Sure Things / Lost Causes,0,0.1098,0,0
344,0.005209095442227507,Sure Things / Lost Causes,0,0.5209,1,0
345,0.007397537054757177,Sure Things / Lost Causes,0,0.7398,1,0
346,0.007569253579724525,Sure Things / Lost Causes,0,0.7569,1,0
347,0.0019680952810992415,Sure Things / Lost Causes,0,0.1968,1,0
348,0.004315377056542478,Sure Things / Lost Causes,0,0.4315,1,0
349,0.003979586046429552,Sure Things / Lost Causes,0,0.398,1,0
350,0.0031002628960131026,Sure Things / Lost Causes,0,0.31,0,0
351,0.0042314915340681165,Sure Things / Lost Causes,0,0.4231,0,0
352,0.001004064014116613,Sure Things / Lost Causes,0,0.1004,1,0
353,0.0054703619658935535,Sure Things / Lost Causes,0,0.547,1,0
354,0.00575643687991431,Sure Things / Lost Causes,0,0.5756,0,0
355,0.006106651928529977,Sure Things / Lost Causes,0,0.6107,1,0
356,0.0018438538516750373,Sure Things / Lost Causes,0,0.1844,1,0
357,0.007621369431047858,Sure Things / Lost Causes,0,0.7621,1,0
358,0.0012226467045540175,Sure Things / Lost Causes,0,0.1223,1,0
359,0.006240790887652875,Sure Things / Lost Causes,0,0.6241,0,0
360,0.006497395262274996,Sure Things / Lost Causes,0,0.6497,1,0
361,0.004465314505552415,Sure Things / Lost Causes,0,0.4465,1,0
362,0.00957672180597752,Sure Things / Lost Causes,0,0.9577,0,0
363,0.0043689968684325915,Sure Things / Lost Causes,0,0.4369,1,0
364,0.005119415566087544,Sure Things / Lost Causes,0,0.5119,0,0
365,0.004329019759139496,Sure Things / Lost Causes,0,0.4329,1,0
366,0.004681648527334267,Sure Things / Lost Causes,0,0.4682,1,0
367,0.0046878719489163116,Sure Things / Lost Causes,0,0.4688,1,0
368,0.0050477124188111335,Sure Things / Lost Causes,0,0.5048,1,0
369,0.006678092285734098,Sure Things / Lost Causes,0,0.6678,0,0
370,0.0036230974073870686,Sure Things / Lost Causes,0,0.3623,0,0
371,0.0014632660349791337,Sure Things / Lost Causes,0,0.1463,0,0
372,0.005764565428691912,Sure Things / Lost Causes,0,0.5765,1,0
373,0.00516790039007377,Sure Things / Lost Causes,0,0.5168,0,0
374,0.0048185591077561105,Sure Things / Lost Causes,0,0.4819,0,0
375,0.006580714696265082,Sure Things / Lost Causes,0,0.6581,1,0
376,0.006474097994559008,Sure Things / Lost Causes,0,0.6474,1,0
377,0.005252516076247664,Sure Things / Lost Causes,0,0.5253,1,0
378,0.00453153248637296,Sure Things / Lost Causes,0,0.4532,0,0
379,0.004188357184597956,Sure Things / Lost Causes,0,0.4188,1,0
380,0.0019310477559634134,Sure Things / Lost Causes,0,0.1931,1,0
381,0.002126906539363723,Sure Things / Lost Causes,0,0.2127,1,0
382,0.002624344856729771,Sure Things / Lost Causes,0,0.2624,1,0
383,0.003452770329166503,Sure Things / Lost Causes,0,0.3453,1,0
384,0.008028243131771454,Sure Things / Lost Causes,0,0.8028,0,0
385,0.0038226372028398654,Sure Things / Lost Causes,0,0.3823,1,0
386,0.008476979814267909,Sure Things / Lost Causes,0,0.8477,0,0
387,0.007578148469045365,Sure Things / Lost Causes,0,0.7578,1,0
388,0.004106226651043621,Sure Things / Lost Causes,0,0.4106,1,0
389,0.004179798297698636,Sure Things / Lost Causes,0,0.418,1,0
390,0.004698929897721791,Sure Things / Lost Causes,0,0.4699,0,0
391,0.0037845152360269463,Sure Things / Lost Causes,0,0.3785,1,0
392,0.008041955437103152,Sure Things / Lost Causes,0,0.8042,1,0
393,0.011065664215415813,Persuadables,20,0.0,0,0
394,0.0031266042893594846,Sure Things / Lost Causes,0,0.3127,1,0
395,0.014596247454519195,Persuadables,20,0.0,1,0
396,0.0016673033518724263,Sure Things / Lost Causes,0,0.1667,0,0
397,0.003847000581615568,Sure Things / Lost Causes,0,0.3847,0,0
398,0.0033498558209941348,Sure Things / Lost Causes,0,0.335,1,0
399,0.004441967308182386,Sure Things / Lost Causes,0,0.4442,0,0
400,0.011180459450614869,Persuadables,20,0.0,0,0
